"","MonthlyIncome","ID"
"264",2649.78187589706,1134
"265",3006.58628473978,1135
"266",2956.36881212019,1136
"267",3104.4452891067,1137
"268",5128.47048711704,1138
"269",9057.06113964298,1139
"270",16281.7306380825,1140
"271",4708.80088704847,1141
"272",5107.40251528677,1142
"273",10584.030617892,1143
"274",4918.71053429432,1144
"275",5021.75939929982,1145
"276",5291.78718558136,1146
"277",4912.03400529346,1147
"278",3130.29945607972,1148
"279",3009.77063638568,1149
"280",5702.79310641761,1150
"281",2519.51662022139,1151
"282",4306.2419914815,1152
"283",4613.16588556962,1153
"284",2298.68683270357,1154
"285",5665.7243771219,1155
"286",14877.0355834361,1156
"287",3027.00383822558,1157
"288",4621.27339915633,1158
"289",2553.16040913912,1159
"290",4601.50901757197,1160
"291",2633.82580310615,1161
"292",7528.21012451162,1162
"293",2710.47795738696,1163
"294",8298.30122158844,1164
"295",2732.60570940461,1165
"296",2512.01061170918,1166
"297",9655.09192833233,1167
"298",4959.6393109048,1168
"299",2778.3701770838,1169
"300",3200.07190176183,1170
